,title,sex,price,technology,best_use_range,best_use_surface,link_shoes
65,ASICS Gel Kayano Lite 3,Women's Shoes - Dive Blue/Orchid, $109.95 $160.00* ," Technologies  MIDSOLEEco Content FLYTEFOAM provides lightweight and durable cushioning that is also environmentally friendly.3D Space Construction creates stability through a series of geometric shapes in the midsole foam.GUIDANCE LINE improves gait efficiency. OUTSOLEASICS High-Abrasion Rubber (AHAR) Lite is placed in critical areas of the outsole for exceptional durability. UPPERRecycled Engineered Mesh comprises the upper, providing lightweight breathability and a snug lockdown.3D-Printed Overlays provide a seamless irritant-free structure to the upper.Heel Clutching System uses an exoskeletal structure that wraps the heel for a secure fit.Reflective Materials used throughout the shoe are designed to enhance visibility during low-light hours.   ","[<div class=""col is-active"">High</div>, <div class=""col is-active"">Max</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Gel_Kayano_Lite_3/descpage-AGKL3W1.html
66,ASICS Gel Kayano Lite 3,Women's Shoes - Purple/Dune, $109.95 $160.00* ," Technologies  MIDSOLEEco Content FLYTEFOAM provides lightweight and durable cushioning that is also environmentally friendly.3D Space Construction creates stability through a series of geometric shapes in the midsole foam.GUIDANCE LINE improves gait efficiency. OUTSOLEASICS High-Abrasion Rubber (AHAR) Lite is placed in critical areas of the outsole for exceptional durability. UPPERRecycled Engineered Mesh comprises the upper, providing lightweight breathability and a snug lockdown.3D-Printed Overlays provide a seamless irritant-free structure to the upper.Heel Clutching System uses an exoskeletal structure that wraps the heel for a secure fit.Reflective Materials used throughout the shoe are designed to enhance visibility during low-light hours.   ","[<div class=""col is-active"">High</div>, <div class=""col is-active"">Max</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Gel_Kayano_Lite_3/descpage-AGKL3W2.html
67,ASICS Magic Speed 2,Women's Shoes - Safety Yellow/White, $94.88 $150.00* ," Technologies  MIDSOLEFLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.Carbon Plate plate runs the length of the shoe for forward propulsionTPU Plate adds structure and improves toe-off propulsion.OUTSOLEASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. UPPEREngineered Mesh upper is strong, light, and made from recycled materials.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2W1.html
68,ASICS Magic Speed 2,Women's Shoes - Ekiden Aquarium/Black, $94.88 $150.00* ," Technologies  MIDSOLEFLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.Carbon Plate plate runs the length of the shoe for forward propulsionTPU Plate adds structure and improves toe-off propulsion.OUTSOLEASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. UPPEREngineered Mesh upper is strong, light, and made from recycled materials.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2W2.html
69,ASICS Magic Speed 2,Women's Shoes - Sky/Midnight, $94.88 $150.00* ," Technologies  MIDSOLEFLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.Carbon Plate plate runs the length of the shoe for forward propulsionTPU Plate adds structure and improves toe-off propulsion.OUTSOLEASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. UPPEREngineered Mesh upper is strong, light, and made from recycled materials.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2W4.html
70,ASICS Magic Speed 2,Women's Shoes - Indigo Blue/Papaya, $94.88 $150.00* ," Technologies  MIDSOLEFLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.Carbon Plate plate runs the length of the shoe for forward propulsionTPU Plate adds structure and improves toe-off propulsion.OUTSOLEASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. UPPEREngineered Mesh upper is strong, light, and made from recycled materials.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2W3.html
71,ASICS Magic Speed 3,Women's Shoes - White/Black, $159.95 , Technologies  MIDSOLEFLYTEFOAM BLAST PLUS (FF Blast+) now comprises both layers of the midsole foam to deliver an even more energetic and bouncy ride than in previous versions.Full-Length Carbon Fiber Plate is sandwiched in between the two layers of FF Blast+ to provide a propulsive ride from start to finish.OUTSOLEASICSGRIP rubber provides long-lasting traction.UPPERMOTION WRAP upper is made up of at least 50% recycled materials and provides improved breathability from previous versions.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_3/descpage-ASMS3W0.html
72,ASICS GT 2000 11,Women's Shoes - Whisper Green/Silver, $139.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211W06.html
73,ASICS GT 2000 11,Women's Shoes - Violet Quartz/Indigo Blu, $139.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211W05.html
74,ASICS GT 2000 11,Women's Shoes - Piedmont Grey/Blue, $139.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211W04.html
75,ASICS GT 2000 11,Women's Shoes - Lite-Show, $149.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211W08.html
76,ASICS GT 2000 11,Women's Shoes - Black/White, $139.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211W03.html
77,ASICS GT 2000 11,Women's Shoes - Black/Pure Silver, $139.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211W02.html
78,ASICS GT 2000 11 GTX,Women's Shoes - Digital Violet/Black, $159.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. GORE-TEX technology repels water and keeps feet dry.   ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11_GTX/descpage-A211GW1.html
79,ASICS GT 2000 10,Women's Shoes - Sheet Rock/Pink Rave, $49.88 $130.00* , Technologies  MIDSOLEFlyteFoam utilizes organic fibers that are embedded in the foam to offer lightweight resiliency.Rearfoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITE TRUSS stability provides a lightweight and smooth posting that reduces over pronation.Gender-specific forefoot cushioning uses an injected top layer of Solyte cushioning for additional comfort.OUTSOLEASICS High Abrasion Rubber+ (AHAR) in the heel is made of carbon rubber for exceptional durability.UPPERMesh Upper provides lightweight breathability that tightens and loosens in key areas to allow the foot to move naturally while still maintaining structure.Seamless construction is new to provide an irritant-free wrap.Heel Clutching System wraps the heel for an improved secure fit.Molded EVA Sockliner is made with anti-bacterial material to reduce odor and moisture and provide additional cushioning.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WRDSH"">Roads&amp; Pavement</i><span>Roads&amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_10/descpage-A210W07.html
80,ASICS Trabuco Max 2,Women's Shoes - Midnight/Papaya, $149.95 , Technologies  MIDSOLEFLYTEFOAM BLAST PLUS foam is ultra lightweight and bouncy.OUTSOLEASICS GRIP rubber with 4.5mm lugs provides excellent traction on a variety of terrain.UPPERJACQUARD MESH is breathable is well fitting. Structure added to toe for additional protection.    ,"[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Trabuco_Max_2/descpage-ASTM2W1.html
81,ASICS Gel Trabuco 11,Women's Shoes - Pink Grapefruit/Ivy, $139.95 , Technologies  MIDSOLEFLYTEFOAM BLAST TECHNOLOGY  offers soft cushioning while still offering a bouncy and energetic ride.GEL TECHNOLOGY  in the rear-foot absorbs impact while creating a soft footstrike.Adaptive Guidance System offers natural feeling support and a stable ride.OUTSOLEASICSGRIP TECHNOLOGY rubber provides a high grip on any terrain.UPPEREngineered Mesh Upper a durable and breathable mesh construction.Lace Garage prevents laces from coming undone.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Gel_Trabuco_11/descpage-AGT11W1.html
82,ASICS Gel Trabuco 11,Women's Shoes - Black/Gris Blue, $139.95 , Technologies  MIDSOLEFLYTEFOAM BLAST TECHNOLOGY  offers soft cushioning while still offering a bouncy and energetic ride.GEL TECHNOLOGY  in the rear-foot absorbs impact while creating a soft footstrike.Adaptive Guidance System offers natural feeling support and a stable ride.OUTSOLEASICSGRIP TECHNOLOGY rubber provides a high grip on any terrain.UPPEREngineered Mesh Upper a durable and breathable mesh construction.Lace Garage prevents laces from coming undone.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-WTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Gel_Trabuco_11/descpage-AGT11W2.html
83,ASICS METASPEED Sky+,Unisex Shoes - Orange Pop/Blue, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPEREngineered mesh on the upper provides strength and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Sky/descpage-AMSS2U3.html
84,ASICS METASPEED Sky+,Unisex Shoes - Black/New Leaf, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPEREngineered mesh on the upper provides strength and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Sky/descpage-AMSS2U4.html
85,ASICS METASPEED Sky+,Unisex Shoes - Velvet Pine/SafeYell, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPEREngineered mesh on the upper provides strength and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Sky/descpage-AMSS2U1.html
86,ASICS METASPEED Edge+,Unisex Shoes - Black/New Leaf, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPERMOTIONWRAP on the upper provides support and breathability.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Edge/descpage-AMSE2U4.html
87,ASICS METASPEED Edge+,Unisex Shoes - Island Blue/Orange, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPERMOTIONWRAP on the upper provides support and breathability.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Edge/descpage-AMSE2U2.html
88,ASICS METASPEED Edge+,Unisex Shoes - Velvet Pine/SafeYel, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPERMOTIONWRAP on the upper provides support and breathability.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Edge/descpage-AMSE2U1.html
89,ASICS METASPEED LD Spikes,Unisex - Diva Pink/White, $239.95 $250.00* , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Full-Length Carbon Plate catapults athletes forward with an extended stride lengthOUTSOLEHEXA-CLAW outsole provides excellent traction and conserves energySHARKDUO elements on the heel increase traction on track surfacesUPPERRace fit upper provides strength and breathability  ,[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MCD310"">3k-10k</i><span>3k-10k</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRUBBER"">Rubber</i><span>Rubber</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_LD_Spikes/descpage-ASMSLU2.html
