,title,sex,price,technology,best_use_range,best_use_surface,link_shoes
65,ASICS GT 2000 11,Men's Shoes - Black/White, $139.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211M02.html
66,ASICS GT 2000 11,Men's Shoes - Black/Sun Peach, $139.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. Main Material in Upper is designed with approx. 30% recycled polyester.  ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11/descpage-A211M01.html
67,ASICS GT 2000 11 GTX,Men's Shoes - Electric Red/Black, $159.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam and provides responsive rebound. Rearfoot and Forefoot Gel cushioning system uses a silicone-based gel for responsive shock absorption on impact.LITETRUSS technology provides midfoot support that reduces overpronation.OrthoLite X-30 Sockliner provides soft, underfoot comfort.OUTSOLEReconfigured midsole and outsole designs produce a trampoline effect at toe-off.UPPERJacquard Mesh Upper provides support and breathability. GORE-TEX technology repels water and keeps feet dry.   ","[<div class=""col is-active"">Low</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_2000_11_GTX/descpage-A211GM1.html
68,ASICS Magic Speed 2,Men's Shoes - Safety Yellow/White, $94.88 $150.00* ," Technologies  MIDSOLEFLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.Carbon Plate plate runs the length of the shoe for forward propulsionTPU Plate adds structure and improves toe-off propulsion.OUTSOLEASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. UPPEREngineered Mesh upper is strong, light, and made from recycled materials.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2M2.html
69,ASICS Magic Speed 2,Men's Shoes - Ekiden New Leaf/Black, $94.88 $150.00* ," Technologies  MIDSOLE

FLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.
Carbon Plate plate runs the length of the shoe for forward propulsion
TPU Plate adds structure and improves toe-off propulsion.

OUTSOLE

ASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. 

UPPER

Engineered Mesh upper is strong, light, and made from recycled materials.
  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2M1.html
70,ASICS Magic Speed 2,Men's Shoes - Island Blue/Orange Pop, $94.88 $150.00* ," Technologies  MIDSOLEFLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.Carbon Plate plate runs the length of the shoe for forward propulsionTPU Plate adds structure and improves toe-off propulsion.OUTSOLEASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. UPPEREngineered Mesh upper is strong, light, and made from recycled materials.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2M4.html
71,ASICS Magic Speed 2,Men's Shoes - Hazard Green/Midnight, $94.88 $150.00* ," Technologies  MIDSOLEFLYTEFOAM BLAST PLUS provides lightweight and responsive cushioning.Carbon Plate plate runs the length of the shoe for forward propulsionTPU Plate adds structure and improves toe-off propulsion.OUTSOLEASICSGRIP Outsole is made from organic and non-organic components to enhance traction on all surfaces. UPPEREngineered Mesh upper is strong, light, and made from recycled materials.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_2/descpage-ASMS2M3.html
72,ASICS Magic Speed 3,Men's Shoes - White/Black, $159.95 , Technologies  MIDSOLEFLYTEFOAM BLAST PLUS (FF Blast+) now comprises both layers of the midsole foam to deliver an even more energetic and bouncy ride than in previous versions.Full-Length Carbon Fiber Plate is sandwiched in between the two layers of FF Blast+ to provide a propulsive ride from start to finish.OUTSOLEASICSGRIP rubber provides long-lasting traction.UPPERMOTION WRAP upper is made up of at least 50% recycled materials and provides improved breathability from previous versions.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Magic_Speed_3/descpage-ASMS3M0.html
73,ASICS METASPEED Edge+,Unisex Shoes - Black/New Leaf, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPERMOTIONWRAP on the upper provides support and breathability.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Edge/descpage-AMSE2U4.html
74,ASICS METASPEED Edge+,Unisex Shoes - Velvet Pine/SafeYel, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPERMOTIONWRAP on the upper provides support and breathability.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Edge/descpage-AMSE2U1.html
75,ASICS METASPEED Edge+,Unisex Shoes - Island Blue/Orange, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPERMOTIONWRAP on the upper provides support and breathability.   ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Edge/descpage-AMSE2U2.html
76,ASICS METASPEED Sky+,Unisex Shoes - Velvet Pine/SafeYell, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPEREngineered mesh on the upper provides strength and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Sky/descpage-AMSS2U1.html
77,ASICS METASPEED Sky+,Unisex Shoes - Black/New Leaf, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPEREngineered mesh on the upper provides strength and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Sky/descpage-AMSS2U4.html
78,ASICS METASPEED Sky+,Unisex Shoes - Orange Pop/Blue, $249.95 , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Curved Sole Design offers an efficient ride by combining a rockered sole with a stiff forefoot.Carbon Plate in the forefoot gives structure to the curved sole.OUTSOLEASICSGRIP is lightweight rubber placed for exceptional durability.UPPEREngineered mesh on the upper provides strength and breathability.  ,"[<div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_Sky/descpage-AMSS2U3.html
79,ASICS METASPEED LD Spikes,Unisex - Diva Pink/White, $239.95 $250.00* , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Full-Length Carbon Plate catapults athletes forward with an extended stride lengthOUTSOLEHEXA-CLAW outsole provides excellent traction and conserves energySHARKDUO elements on the heel increase traction on track surfacesUPPERRace fit upper provides strength and breathability  ,[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MCD310"">3k-10k</i><span>3k-10k</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRUBBER"">Rubber</i><span>Rubber</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_LD_Spikes/descpage-ASMSLU2.html
80,ASICS METASPEED LD Spikes,Unisex - Velvet Pine/Yellow, $79.88 $250.00* , Technologies  MIDSOLEFLYTEFOAM Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.Full-Length Carbon Plate catapults athletes forward with an extended stride lengthOUTSOLEHEXA-CLAW outsole provides excellent traction and conserves energySHARKDUO elements on the heel increase traction on track surfacesUPPERRace fit upper provides strength and breathability  ,[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MCD310"">3k-10k</i><span>3k-10k</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRUBBER"">Rubber</i><span>Rubber</span></div> </div>]",https://www.runningwarehouse.com/ASICS_METASPEED_LD_Spikes/descpage-ASMSLU1.html
81,ASICS Trabuco Max 2,Men's Shoes - Black/Golden Yellow, $149.95 , Technologies  MIDSOLEFLYTEFOAM BLAST PLUS foam is ultra lightweight and bouncy.OUTSOLEASICS GRIP rubber with 4.5mm lugs provides excellent traction on a variety of terrain.UPPERJACQUARD MESH is breathable is well fitting. Structure added to toe for additional protection.    ,"[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Trabuco_Max_2/descpage-ASTM2M1.html
82,ASICS Gel Trabuco 11,Men's Shoes - Black/Sandstorm, $139.95 , Technologies  MIDSOLEFLYTEFOAM BLAST TECHNOLOGY  offers soft cushioning while still offering a bouncy and energetic ride.GEL TECHNOLOGY  in the rear-foot absorbs impact while creating a soft footstrike.Adaptive Guidance System offers natural feeling support and a stable ride.OUTSOLEASICSGRIP TECHNOLOGY rubber provides a high grip on any terrain.UPPEREngineered Mesh Upper a durable and breathable mesh construction.Lace Garage prevents laces from coming undone.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Gel_Trabuco_11/descpage-AGT11M1.html
83,ASICS Gel Trabuco 11,Men's Shoes - Black/Neon Lime, $139.95 , Technologies  MIDSOLEFLYTEFOAM BLAST TECHNOLOGY  offers soft cushioning while still offering a bouncy and energetic ride.GEL TECHNOLOGY  in the rear-foot absorbs impact while creating a soft footstrike.Adaptive Guidance System offers natural feeling support and a stable ride.OUTSOLEASICSGRIP TECHNOLOGY rubber provides a high grip on any terrain.UPPEREngineered Mesh Upper a durable and breathable mesh construction.Lace Garage prevents laces from coming undone.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Gel_Trabuco_11/descpage-AGT11M2.html
84,ASICS GT 1000 11,Men's Shoes - Indigo Blue/Midnight, $69.88 $100.00* , Technologies  MIDSOLEFLYTEFOAM utilizes organic fibers that are embedded in the foam to offer lightweight resiliency.GEL Cushion provides impact protection.LITETRUSS Support System is a medial posting that improves stability and helps maintain midfoot integrity.OUTSOLEAHAR rubber provides a grip on the roads.AHARPLUS heel plugUPPEREngineered Mesh Upper that will be durable and breathable.External Heel Counter adds extra support and fit.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_1000_11/descpage-A111M03.html
85,ASICS GT 1000 11,Men's Shoes - Black/Cilantro, $69.88 $100.00* , Technologies  MIDSOLEFLYTEFOAM utilizes organic fibers that are embedded in the foam to offer lightweight resiliency.GEL Cushion provides impact protection.LITETRUSS Support System is a medial posting that improves stability and helps maintain midfoot integrity.OUTSOLEAHAR rubber provides a grip on the roads.AHARPLUS heel plugUPPEREngineered Mesh Upper that will be durable and breathable.External Heel Counter adds extra support and fit.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_1000_11/descpage-A111M01.html
86,ASICS GT 1000 11,Men's Shoes - Black/Electric Red, $69.88 $100.00* , Technologies  MIDSOLEFLYTEFOAM utilizes organic fibers that are embedded in the foam to offer lightweight resiliency.GEL Cushion provides impact protection.LITETRUSS Support System is a medial posting that improves stability and helps maintain midfoot integrity.OUTSOLEAHAR rubber provides a grip on the roads.AHARPLUS heel plugUPPEREngineered Mesh Upper that will be durable and breathable.External Heel Counter adds extra support and fit.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_1000_11/descpage-A111M02.html
87,ASICS GT 1000 11,Men's Shoes - Black/White, $49.88 $100.00* , Technologies  MIDSOLEFLYTEFOAM utilizes organic fibers that are embedded in the foam to offer lightweight resiliency.GEL Cushion provides impact protection.LITETRUSS Support System is a medial posting that improves stability and helps maintain midfoot integrity.OUTSOLEAHAR rubber provides a grip on the roads.AHARPLUS heel plugUPPEREngineered Mesh Upper that will be durable and breathable.External Heel Counter adds extra support and fit.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_1000_11/descpage-AGK11M4.html
88,ASICS GT 1000 11,Men's Shoes - Sheet Rock/Black, $69.88 $100.00* , Technologies  MIDSOLEFLYTEFOAM utilizes organic fibers that are embedded in the foam to offer lightweight resiliency.GEL Cushion provides impact protection.LITETRUSS Support System is a medial posting that improves stability and helps maintain midfoot integrity.OUTSOLEAHAR rubber provides a grip on the roads.AHARPLUS heel plugUPPEREngineered Mesh Upper that will be durable and breathable.External Heel Counter adds extra support and fit.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Mod</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GT_1000_11/descpage-AGK11M3.html
89,ASICS SUPERBLAST,Unisex Shoes - Cream/Mineral Beige, $199.95 ," Technologies  MIDSOLEFLYTEFOAM Blast Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.FLYTEFOAM Blast Plus underneath the top layer of FF Blast Turbo provides additional protection, structure, and cushioning.OUTSOLEAHARPLUS is a lightweight and abrasion resistant rubber that is approximately three times higher in resistance than ASICS' conventional rubber.UPPERJacquard Woven Material on the upper provides strength and breathability.  ","[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_SUPERBLAST/descpage-ASSBU1.html
90,ASICS SUPERBLAST,Unisex Shoes - Hazard Green/Amethyst, $199.95 ," Technologies  MIDSOLEFLYTEFOAM Blast Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.FLYTEFOAM Blast Plus underneath the top layer of FF Blast Turbo provides additional protection, structure, and cushioning.OUTSOLEAHARPLUS is a lightweight and abrasion resistant rubber that is approximately three times higher in resistance than ASICS' conventional rubber.UPPERJacquard Woven Material on the upper provides strength and breathability.  ","[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_SUPERBLAST/descpage-ASSBU2.html
