,title,brand,model,price,discount,discount_%,sex,colour,cushioning,stability,best_use_surface,midsole,outsole,upper,link_shoes
211,ASICS GlideRide 3,ASICS,GlideRide 3,149.95,0.0,0.0,Men's Shoes , Mako Blue,Maximal,Neutral,"All Around,Fast Runs,Cushioned Comfort,Roads and Pavement",FF BLAST cushioning creates softer landings with a more responsive reboundFLYTEFOAM Propel midsole bottom layeroffers a bouncy ride that propels the runner forward.Reinforced plate helps maintain the midsole's shape and works to roll the runner through their gait efficiently.GUIDESOLE technologyoffers an efficient ride by combining a rockered sole with a stiff forefoot.,AHAR Plus Outsoleis durable and slip-resistant.,"Engineered Mesh Uppersupports the foot while remaining breathable for a fast, premium running experience.  ",https://www.runningwarehouse.com/ASICS_GlideRide_3/descpage-ASGR3M1.html
212,ASICS Hyper Speed 2,ASICS,Hyper Speed 2,90.0,59.88,66.53,Men's Shoes , Safety Yellow/White,Minimal,Neutral,"Fast Runs,Racing,Roads and Pavement",Flytefoam Blastis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,ASICS High Abrasion Rubber (AHAR)is carbon rubber placed in strategic for exceptional durability.,Recycled Open Meshon the upper provides breathable coverage.Seamless Upper Constructionallows for irritation-free sockless wear.Perforated Socklinerprovides breathability and adds underfoot comfort.  ,https://www.runningwarehouse.com/ASICS_Hyper_Speed_2/descpage-AHSM21.html
213,ASICS Hyper Speed 2,ASICS,Hyper Speed 2,90.0,59.88,66.53,Men's Shoes , Hazard Green/Midngt,Minimal,Neutral,"Fast Runs,Racing,Roads and Pavement",Flytefoam Blastis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,ASICS High Abrasion Rubber (AHAR)is carbon rubber placed in strategic for exceptional durability.,Recycled Open Meshon the upper provides breathable coverage.Seamless Upper Constructionallows for irritation-free sockless wear.Perforated Socklinerprovides breathability and adds underfoot comfort.  ,https://www.runningwarehouse.com/ASICS_Hyper_Speed_2/descpage-AHSM22.html
214,ASICS Dynablast 3,ASICS,Dynablast 3,99.95,0.0,0.0,Men's Shoes , Light Steel/Deep Ocean,Medium,Neutral,"All Around,Fast Runs,Gym Workouts,Casual Wear,Walking,Roads and Pavement",FLYTEFOAM BLASTis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,AHARPLUS Rubberoutsole for improved durability and traction.,"Engineered Knit Uppersupports the foot while remaining highly breathable for a fast, premium running experience.  ",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M02.html
215,ASICS Dynablast 3,ASICS,Dynablast 3,99.95,0.0,0.0,Men's Shoes , Deep Ocean/Light Steel,Medium,Neutral,"All Around,Fast Runs,Gym Workouts,Casual Wear,Walking,Roads and Pavement",FLYTEFOAM BLASTis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,AHARPLUS Rubberoutsole for improved durability and traction.,"Engineered Knit Uppersupports the foot while remaining highly breathable for a fast, premium running experience.  ",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M01.html
216,ASICS Dynablast 3,ASICS,Dynablast 3,99.95,0.0,0.0,Men's Shoes , Island Blue/Blue,Medium,Neutral,"All Around,Gym Workouts,Casual Wear,Walking,Roads and Pavement",FLYTEFOAM BLASTis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,AHARPLUS Rubberoutsole for improved durability and traction.,"Engineered Knit Uppersupports the foot while remaining highly breathable for a fast, premium running experience.  ",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M05.html
217,ASICS Dynablast 3,ASICS,Dynablast 3,99.95,0.0,0.0,Men's Shoes , Black/White,Medium,Neutral,"All Around,Gym Workouts,Casual Wear,Walking,Roads and Pavement",FLYTEFOAM BLASTis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,AHARPLUS Rubberoutsole for improved durability and traction.,"Engineered Knit Uppersupports the foot while remaining highly breathable for a fast, premium running experience.  ",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M04.html
218,ASICS Fuji Lite 3,ASICS,Fuji Lite 3,120.0,79.88,66.57,Men's Shoes , Mantle Green/Cherry Tomat,Medium,Neutral,"All Around,Fast Runs,Smooth Trails and Fireroads,Rocky and Technical Trails",FLYTEFOAMutilizes organic fibers embedded in the foam to offer lightweight resiliency.,ASICSGRIP TECHNOLOGYrubber provides a high grip on any terrain.,Recycled Engineered Mesh Upperthat will be durable and breathable.  ,https://www.runningwarehouse.com/ASICS_Fuji_Lite_3/descpage-ASFL3M1.html
219,ASICS Fuji Lite 3,ASICS,Fuji Lite 3,120.0,79.88,66.57,Men's Shoes , Ink Teal/Golden Yellow,Medium,Neutral,"All Around,Smooth Trails and Fireroads,Rocky and Technical Trails",FLYTEFOAMutilizes organic fibers embedded in the foam to offer lightweight resiliency.,ASICSGRIP TECHNOLOGYrubber provides a high grip on any terrain.,Recycled Engineered Mesh Upperthat will be durable and breathable.  ,https://www.runningwarehouse.com/ASICS_Fuji_Lite_3/descpage-ASFL3M2.html
220,ASICS Noosa Tri 14,ASICS,Noosa Tri 14,130.0,89.0,68.46,Men's Shoes , Diva Pink/Black,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",FLYTEFOAM midsole provideslightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technologyoffers an efficient ride by combining a rockered sole with a stiff forefoot,Grip Sole Outsoleis durable and slip-resistant,"Engineered Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience  ",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM6.html
221,ASICS Noosa Tri 14,ASICS,Noosa Tri 14,130.0,89.0,68.46,Men's Shoes , Lime Zest/Sky,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",FLYTEFOAM midsole provideslightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technologyoffers an efficient ride by combining a rockered sole with a stiff forefoot,Grip Sole Outsoleis durable and slip-resistant,"Engineered Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience  ",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM8.html
222,ASICS Noosa Tri 14,ASICS,Noosa Tri 14,130.0,89.0,68.46,Men's Shoes , Island Blue/Indigo Blue,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",FLYTEFOAM midsole provideslightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technologyoffers an efficient ride by combining a rockered sole with a stiff forefoot,Grip Sole Outsoleis durable and slip-resistant,"Engineered Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience  ",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM7.html
223,ASICS Noosa Tri 14,ASICS,Noosa Tri 14,130.0,89.0,68.46,Men's Shoes , Black/White,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",FLYTEFOAM midsole provideslightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technologyoffers an efficient ride by combining a rockered sole with a stiff forefoot,Grip Sole Outsoleis durable and slip-resistant,"Engineered Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience  ",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM5.html
224,ASICS Noosa Tri 14,ASICS,Noosa Tri 14,130.0,89.0,68.46,Men's Shoes , Safety Yellow/White,Medium,Neutral,"All Around,Fast Runs,Racing,Roads and Pavement",FLYTEFOAM midsole provideslightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technologyoffers an efficient ride by combining a rockered sole with a stiff forefoot,Grip Sole Outsoleis durable and slip-resistant,"Engineered Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience  ",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM3.html
225,ASICS Gun Lap 2 Spikes,ASICS,Gun Lap 2 Spikes,100.0,89.95,89.95,unisex, Diva Pink/White,,,"800-1500m,Distance (3k-10k),Steeplechase,Rubber",FLYTEFOAM is a lightweight EVA midsole foam that delivers durable and responsive cushioning.,Nylon Spike Plate uses a decoupled plate in the forefoot for lightweight flexibility.Shark Skin texture for increased grip on various track surfaces.,"Engineered mesh provides a more breathable, lightweight upper.  ",https://www.runningwarehouse.com/ASICS_Gun_Lap_2_Spikes/descpage-ASGL2U3.html
226,ASICS High Jump Pro 2 Right Plant Spikes,ASICS,High Jump Pro 2 Right Plant Spikes,120.0,109.95,91.62,unisex, Red,,,"High Jump,Dirt,Rubber","Solyte is an ultra-light, top-of-the-line midsole that delivers durable and responsive cushioning.",SharkDuo is a textured thermoplastic unit for increased grip on various track surfaces.Contains 11 spike receptacles per shoe.,Synthetic Leather Upper minimizes the in-shoe movement for optimal performance.Lock Down Strap is located at the forefoot and is a Velcro strap designed to maintain a secure fit.  ,https://www.runningwarehouse.com/ASICS_High_Jump_Pro_2_Right_Plant_Spikes/descpage-AHJPRP.html
227,ASICS Hyper Throw 3 Throw Shoes,ASICS,Hyper Throw 3 Throw Shoes,79.95,0.0,0.0,men, Black/Yellow,,,"Shot Put/Discus/Hammer,Asphalt,Rubber",Solid Rubberis a full length textured rubber engineered to enhance durability and traction.,Solid Rubber Outsoleis a full length textured rubber engineered to enhance durability and traction.ASICS High Abrasion Rubber (AHAR) in the heel is made of carbon rubber for exceptional durability.Centrifugal Flex Grooveis located at outsole underneath the metatarsals and is designed to increase flexibility and rotation for the spin throw technique.,Synthetic and Mesh Upper is designed for lightweight support and holds the foot in place.Hook and Loop Closureis located over the metatarsal region for added security.Midfoot Strapis located at the medial midfoot and is designed to keep the upper snug to the foot.  ,https://www.runningwarehouse.com/ASICS_Hyper_Throw_3_Throw_Shoes/descpage-AHT3M3.html
228,ASICS Metasprint Spikes,ASICS,Metasprint Spikes,200.0,189.95,94.98,unisex, Diva Pink/White,,,"Short Hurdle,100-400m,Long Hurdle,Rubber",no information,no information,no information,https://www.runningwarehouse.com/ASICS_Metasprint_Spikes/descpage-AMUSP3.html
229,ASICS Sonicsprint Elite 2 Spikes,ASICS,Sonicsprint Elite 2 Spikes,150.0,139.95,93.3,unisex, Diva Pink/Whit,,,"100-400m,Rubber",no information,"Molded Nylon Spike Plate is a full-length, high-performance spike plate built to provide optimal torsional rigidity and energy return.",DYNAWRAP Technology for better foot locked down and centering.Mesh Upper for a comfortable fit.  ,https://www.runningwarehouse.com/ASICS_Sonicsprint_Elite_2_Spikes/descpage-AUSSE4.html
230,ASICS Triple Jump Pro 3 Spikes,ASICS,Triple Jump Pro 3 Spikes,120.0,39.88,33.23,unisex, Sunrise Red/Blk,,,"Triple Jump,Dirt,Rubber",THICKER MIDSOLE THAN LONG JUMP PRO 3 to add better cushion to secure the stable steps.,Flat Toe Pebax Spike Plateis lightweight and provides excellent propulsion. The flat toe provides more ground contact for more power on takeoff.SharkDuoin the heel is a textured thermoplastic unit for increased grip on various track surfaces.,HL-0 Mesh Upperprovides a custom fit and strong hold.DYNAWRAPlacing system creates a guiding structure to steady an athlete's foot.Lock Down Strapis located at the forefoot and is a Velcro strap designed to maintain a secure fit.  ,https://www.runningwarehouse.com/ASICS_Triple_Jump_Pro_3_Spikes/descpage-STJP3US.html
231,Birkenstock Arizona EVA,Birkenstock,Arizona EVA,49.95,0.0,0.0,men, Black,,,,no information,no information,no information,https://www.runningwarehouse.com/Birkenstock_Arizona_EVA/descpage-BEVAM1.html
232,Birkenstock Arizona Soft Footbed,Birkenstock,Arizona Soft Footbed,145.0,0.0,0.0,men, Leather/Habana,,,,"Memory Foamprovides plush step-in comfort.Cork layeris light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and underfoot cushioning.,"Real leather straps wrap across the top of the midfoot for secure, breathable, and gentle comfort.  ",https://www.runningwarehouse.com/Birkenstock_Arizona_Soft_Footbed/descpage-BRARM1.html
233,Birkenstock Arizona,Birkenstock,Arizona,130.0,0.0,0.0,men, Suede/Taupe,,,,"Cork layeris light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and additional underfoot cushioning.,"Adjustable Straps wrap across the top of the midfoot for secure, breathable, and gentle comfort.  ",https://www.runningwarehouse.com/Birkenstock_Arizona/descpage-BRARM.html
234,Birkenstock Milano,Birkenstock,Milano,130.0,0.0,0.0,men, Oiled Leather/Habana,,,,"Cork layeris light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and additional underfoot cushioning.,"3 Real Leather Strapswrap across the top of the midfoot for secure, breathable, and gentle comfort.Birko-Flor ismade of easy-to-care-for and hygienic PVC, which has been lined on the inside with a soft, breathable layer of fleece.  ",https://www.runningwarehouse.com/Birkenstock_Milano/descpage-BIRMML.html
235,Brooks Adrenaline GTS 22,Brooks,Adrenaline GTS 22,140.0,119.95,85.68,Men's Shoes , Nightlife/Blk/Flm,Medium,Max,"All Around,Cushioned Comfort,Walking,Roads and Pavement","DNA Loftfoam from heel to toe delivers plush and luxurious cushioning while maintaining responsiveness and durability.Guide Rails HolisticSupport System helpsto protect your knees by keeping excess movement in check.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.",Engineered 3D Fit Print meshis simple and strong.Heel Counteris updated to create a more comfortable and secure heel fit.  ,https://www.runningwarehouse.com/Brooks_Adrenaline_GTS_22/descpage-BGT22MD.html
236,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , White/Ebony/Oyster,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15MC.html
237,Brooks Hyperion Max,Brooks,Hyperion Max,169.95,0.0,0.0,Men's Shoes , Blue Surf/Cherry/Night,Medium,Neutral,"Fast Runs,Roads and Pavement",DNA FLASH nitrogen-infused foam provides excellent energy return with every stride.Rapid Roll Technology is the rocker shaped geometry of the shoe that promotes fast transitions.,Green Rubber is durable with grippy traction.,"Engineered Woven material is lightweight, breathable, and structured to provide a dialed in fit that seamlessly secures the foot.  ",https://www.runningwarehouse.com/Brooks_Hyperion_Max/descpage-BHYX1M1.html
238,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Black/Pink/Yellow,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM13.html
239,Brooks Cascadia 16,Brooks,Cascadia 16,130.0,99.95,76.88,Men's Shoes , White/Biscuit/Rooibos,Low,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",DNA Loft v2foam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Release Grooves Systemallows for enhanced adaptability to a variety of terrain.Ballistic Rock Shieldis a thermoplastic EVA sheath layered between the outsole and midsole for protection against stone-bruising.,"TrailTrakrubber outsole provides confidence-inspiring, sticky traction in dry and wet conditions.Multidirectional Lug Patternon the outsole provides excellent traction on a variety of terrain, with updated patterns for improved grip.",Engineered Monoloop Meshoffers increased breathability and faster drying.Gusseted tongue helps keep debris out.Lace Guardkeeps laces stowed away while running.Gaiter Tab and Connection Pointallow for easy and secure gaiter attachment.Drainage ports allow for easy water escape  ,https://www.runningwarehouse.com/Brooks_Cascadia_16/descpage-BCG16M8.html
240,Brooks Glycerin 20,Brooks,Glycerin 20,159.95,0.0,0.0,Men's Shoes , Blue/Nightlife/White,Medium,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement",DNA Loftv3 nitrogen-infused foam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesenhance midsole flexibility without compromising cushioning.,"Blown Rubberin the forefoot offers durability, responsiveness, and flexibility.",Engineered Air Mesh provides a secure fit and comfortable hold3D Fit Printsaddle applies strategic overlays to provide a seamless and secure fit.Plush interior liningsurrounds your foot and moves and expands with your stride.OrthoLite sock linerprovides premium step-in comfort.  ,https://www.runningwarehouse.com/Brooks_Glycerin_20/descpage-BGL20M7.html
241,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , Ebony/Black/Oyster,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15MB.html
242,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , White/Ebony/Oyster,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15MC.html
243,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , Flintstone/Peacoat/Oak,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15M1.html
244,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , Peacoat/Nightlife/Grey,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15M2.html
245,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , Black/Blackened Pearl/Blue,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15M5.html
246,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , Black/Blackened Pearl/White,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15M4.html
247,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , Black/Black/Ebony,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15M6.html
248,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,Men's Shoes , Alloy/Oyster/Black,Low,Neutral,"All Around,Walking,Roads and Pavement",no information,no information,no information,https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15M3.html
249,Brooks Ghost 14,Brooks,Ghost 14,140.0,99.95,71.39,Men's Shoes , Black/Pearl/Blue,Medium,Neutral,"All Around,Walking,Roads and Pavement","DNA Loftfoam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.","3D Fit Print meshcomprises the upper, providing lightweight structure and breathability.  ",https://www.runningwarehouse.com/Brooks_Ghost_14/descpage-BGH14M3.html
250,Brooks Ghost 14,Brooks,Ghost 14,140.0,99.95,71.39,Men's Shoes , Grey/Blue/Red,Medium,Neutral,"All Around,Walking,Roads and Pavement","DNA Loftfoam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.","3D Fit Print meshcomprises the upper, providing lightweight structure and breathability.  ",https://www.runningwarehouse.com/Brooks_Ghost_14/descpage-BGH14M1.html
251,Brooks Ghost 14,Brooks,Ghost 14,140.0,99.95,71.39,Men's Shoes , Grey/Alloy/Oyster,Medium,Neutral,"All Around,Walking,Roads and Pavement","DNA Loftfoam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.","3D Fit Print meshcomprises the upper, providing lightweight structure and breathability.  ",https://www.runningwarehouse.com/Brooks_Ghost_14/descpage-BGH14M2.html
252,Brooks Ghost 14,Brooks,Ghost 14,140.0,99.95,71.39,Men's Shoes , Nightlife/Black,Medium,Neutral,"All Around,Walking,Roads and Pavement","DNA Loftfoam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.","3D Fit Print meshcomprises the upper, providing lightweight structure and breathability.  ",https://www.runningwarehouse.com/Brooks_Ghost_14/descpage-BGH14M6.html
253,Brooks Ghost 14 GTX,Brooks,Ghost 14 GTX,159.95,0.0,0.0,Men's Shoes , Black/Black/Ebony,Medium,Neutral,"All Around,Walking,Roads and Pavement","DNA Loftfoam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.",GORE-TEX (GTX) Invisible Fit liner provides breathable protection from wet and muddy conditions while maintaining optimal comfort.  ,https://www.runningwarehouse.com/Brooks_Ghost_14_GTX/descpage-BGX14M2.html
254,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Coral/Cosmo/Phantom,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM15.html
255,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Blue/Phantom/Cosmo,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM14.html
256,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Black/Pink/Yellow,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM13.html
257,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Black/Flame/Grey,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM12.html
258,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Maize/Titan,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM11.html
259,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Black/Aqua/Blue,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM4.html
260,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,Men's Shoes , Blue/Nightlife/Peacoa,Low,Neutral,"Fast Runs,Roads and Pavement",DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHYPM9.html
