,title,sex,price,technology,best_use_range,best_use_surface,link_shoes
0,Deckers X Lab KO-Z Mule,Men's - Blue/Orange, $94.88 $130.00* , Technologies  MIDSOLEErgonomic PU footbed that is layered with memory foam and leather top sole.Wool Arch for natural comfortRocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA FoamOUTSOLERubber outsole for durability. UPPERLooped Wool 80% natural wool 20% recycled polyester  ,[],[],https://www.runningwarehouse.com/Deckers_X_Lab_KO-Z_Mule/descpage-DWKZM3.html
1,Deckers X Lab KO-Z Mule,Men's - Black/Black, $94.88 $130.00* ," Technologies  MIDSOLE

Ergonomic PU footbed that is layered with memory foam and leather top sole.
Wool Arch for natural comfort
Rocker Geometry for an efficient and locked-in feel.
Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA Foam

OUTSOLE

Rubber outsole for durability. 

UPPER

Looped Wool 80% natural wool 20% recycled polyester
  ",[],[],https://www.runningwarehouse.com/Deckers_X_Lab_KO-Z_Mule/descpage-DWKZM1.html
2,Deckers X Lab KO-Z Gldtr 3,Men's - Beige, $89.88 $120.00* ," Technologies  MIDSOLEErgonomic PU footbed that is layered with memory foam and leather top sole.Wool Arch for natural comfortRocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA FoamOUTSOLERubber outsole for durability. UPPERLooped Wool 80% natural wool, 20% recycled polyester  ",[],[],https://www.runningwarehouse.com/Deckers_X_Lab_KO-Z_Gldtr_3/descpage-SKDLG33.html
3,Deckers X Lab X-SCAPE NBK Low,Men's Shoes - Navy/White, $119.88 $160.00* ," Technologies  MIDSOLERocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA FoamH-Brace support  for added stabilityAnatomical fitOUTSOLERubber outsole for durability. UPPERLooped Wool 80% natural wool, 20% recycled polyesterEcoTan nubuck leather  ",[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>]",https://www.runningwarehouse.com/Deckers_X_Lab_X-SCAPE_NBK_Low/descpage-DLXSLM2.html
4,Deckers X Lab X-SCAPE NBK Low,Men's Shoes - Blanc/Grey, $119.88 $160.00* ," Technologies  MIDSOLERocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA FoamH-Brace support  for added stabilityAnatomical fitOUTSOLERubber outsole for durability. UPPERLooped Wool 80% natural wool, 20% recycled polyesterEcoTan nubuck leather  ",[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>]",https://www.runningwarehouse.com/Deckers_X_Lab_X-SCAPE_NBK_Low/descpage-DLXSLM3.html
5,Deckers X Lab X-SCAPE NBK Low,Men's Shoes - Black/White, $119.88 $160.00* ," Technologies  MIDSOLERocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA FoamH-Brace support  for added stabilityAnatomical fitOUTSOLERubber outsole for durability. UPPERLooped Wool 80% natural wool, 20% recycled polyesterEcoTan nubuck leather  ",[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>]",https://www.runningwarehouse.com/Deckers_X_Lab_X-SCAPE_NBK_Low/descpage-DLXSLM1.html
